N,P,K,temperature,humidity,ph,rainfall,label
122.74,4.94,50.1,25.93,90.45,6.56,30.36,muskmelon
16.91,11.21,16.18,22.29,100.0,7.17,114.85,orange
87.16,40.77,9.74,26.99,59.05,5.52,76.44,maize
97.6,88.18,64.56,30.09,72.96,6.18,117.01,banana
64.34,55.48,58.66,24.35,84.21,7.19,200.43,jute
95.73,28.18,23.51,29.95,57.04,6.43,132.1,coffee
33.85,56.44,15.11,32.36,65.1,7.03,66.46,blackgram
26.0,47.79,12.39,28.96,45.07,6.48,52.27,mothbeans
85.02,5.86,41.2,27.48,92.52,6.29,6.15,muskmelon
43.05,70.87,31.31,30.34,60.99,6.92,71.34,blackgram
38.87,139.57,204.17,21.05,84.86,5.71,89.0,grapes
20.06,123.03,205.73,28.48,85.62,6.37,62.19,grapes
131.18,60.83,0.0,24.33,69.59,7.88,72.98,cotton
26.05,145.43,202.65,22.05,86.42,5.45,53.78,grapes
36.37,58.25,16.78,34.97,41.34,5.52,145.59,pigeonpeas
8.68,26.03,6.18,16.61,93.19,6.9,87.81,orange
13.24,30.01,19.27,27.74,57.39,7.27,49.29,mothbeans
17.18,30.25,35.81,34.63,49.81,6.46,113.16,mango
67.04,47.13,40.27,23.76,78.15,6.61,195.25,jute
17.84,29.18,21.75,33.11,49.38,5.69,87.77,mango
16.97,73.99,20.3,25.98,79.13,7.32,45.93,lentil
20.57,32.06,14.43,25.25,62.92,6.6,62.82,mothbeans
2.16,47.27,15.51,26.34,88.48,7.17,45.27,mungbean
31.92,60.46,43.95,34.89,87.57,6.39,91.47,papaya
20.66,23.89,17.46,21.1,93.33,7.67,67.52,orange
95.37,60.95,51.38,21.34,80.27,6.35,90.46,banana
22.76,8.32,12.45,26.58,93.04,5.74,180.57,coconut
11.36,15.23,25.76,29.53,45.7,5.99,96.58,mango
52.92,57.51,30.52,29.63,63.72,8.1,53.22,blackgram
101.7,41.97,28.25,17.06,65.14,6.74,86.65,maize
105.9,25.85,47.54,23.99,95.06,6.63,25.57,muskmelon
42.19,60.54,18.39,30.1,73.32,6.32,62.83,blackgram
91.1,61.85,51.18,26.0,85.43,6.01,161.95,jute
81.63,93.77,44.16,23.74,80.15,5.74,129.67,banana
16.76,4.95,12.06,23.58,80.06,6.67,96.18,orange
28.83,79.42,21.75,21.47,45.52,7.17,36.85,lentil
68.48,39.65,21.87,29.2,55.01,6.79,80.72,maize
24.37,23.28,19.94,28.47,83.61,7.22,52.22,mungbean
138.14,39.34,16.37,30.94,75.78,7.2,88.43,cotton
120.83,50.35,13.37,21.73,82.93,7.85,95.05,cotton
104.12,34.5,36.65,27.32,55.05,6.61,110.15,coffee
13.91,36.22,20.8,29.44,92.48,6.5,43.02,mungbean
29.79,75.96,14.99,14.04,19.99,5.38,103.73,kidneybeans
34.38,62.91,63.17,16.58,20.82,7.95,61.48,chickpea
29.54,55.22,27.35,26.62,79.6,6.45,49.96,mungbean
16.05,6.36,31.82,22.56,92.91,6.39,130.14,pomegranate
18.43,54.58,24.56,23.01,60.85,7.24,45.29,lentil
17.08,88.88,21.44,23.18,58.31,7.34,53.67,lentil
67.73,65.92,29.94,21.36,87.79,6.6,254.96,rice
109.54,13.01,31.27,23.65,87.03,6.91,35.94,watermelon
66.97,61.92,21.23,21.79,77.56,6.78,214.81,jute
15.32,15.56,26.99,19.28,94.82,6.92,126.21,pomegranate
34.95,65.35,13.58,20.56,73.72,6.67,45.44,lentil
34.76,57.36,27.01,26.87,70.16,6.95,40.34,blackgram
34.07,144.66,207.1,25.92,90.49,6.13,79.69,grapes
30.28,26.43,31.42,32.43,59.37,5.14,106.69,mango
70.99,42.08,33.98,30.56,81.93,5.67,262.9,rice
65.83,48.65,26.64,23.68,86.11,6.72,128.01,jute
75.62,76.43,50.33,30.41,82.0,6.12,77.45,banana
126.63,47.7,22.3,29.03,79.77,7.2,110.77,cotton
81.01,51.3,36.53,23.25,88.43,7.66,178.58,jute
21.18,59.51,80.93,19.48,10.86,7.81,67.01,chickpea
15.48,13.2,36.5,26.31,97.24,5.5,143.7,coconut
13.77,47.03,16.34,28.56,92.55,6.94,53.09,mungbean
26.84,81.49,28.56,24.08,50.89,5.15,167.17,pigeonpeas
95.36,86.05,49.65,24.44,86.45,6.02,140.97,banana
95.34,88.1,49.6,29.38,86.75,6.42,109.41,banana
14.95,77.43,29.82,23.0,50.65,6.67,39.0,lentil
17.98,55.29,26.37,28.05,80.13,6.96,48.19,mungbean
52.17,65.1,49.65,31.9,89.96,6.46,161.69,papaya
25.72,72.18,23.51,18.06,24.36,5.94,97.92,kidneybeans
130.13,5.22,57.34,23.28,83.32,6.37,40.36,watermelon
27.19,16.34,31.65,25.59,99.22,7.04,168.04,coconut
23.7,85.24,9.09,18.57,17.69,5.87,105.38,kidneybeans
79.42,38.27,27.07,25.61,50.39,7.04,112.6,maize
7.58,12.96,29.16,37.76,48.38,5.73,66.16,mango
15.23,130.87,194.45,21.04,85.71,6.21,88.14,grapes
15.86,44.12,37.36,23.73,38.19,7.19,41.86,mothbeans
53.95,69.18,45.37,36.23,97.55,7.13,125.5,papaya
26.12,19.37,10.6,23.99,89.27,6.43,124.46,orange
84.66,59.75,48.58,24.52,81.9,5.7,229.26,rice
24.62,17.24,34.95,24.74,94.59,5.95,180.79,coconut
40.84,54.31,27.65,35.97,64.86,7.3,69.18,blackgram
19.04,53.97,26.56,24.55,61.64,6.14,59.44,lentil
96.39,3.39,53.74,25.79,85.32,6.41,46.49,watermelon
15.56,31.28,47.23,35.92,34.62,6.03,91.44,mango
26.33,26.78,12.32,39.98,63.97,6.09,79.94,mango
31.35,40.12,30.22,28.35,38.34,5.26,200.29,pigeonpeas
31.58,16.74,52.31,17.2,85.47,5.46,140.46,pomegranate
17.61,53.09,15.32,25.75,83.89,6.23,66.21,mungbean
12.59,64.69,13.21,19.72,12.07,5.56,111.02,kidneybeans
14.89,36.85,11.47,34.37,63.65,7.76,35.33,mothbeans
31.47,18.05,23.38,27.8,99.12,6.27,188.69,coconut
20.85,70.84,35.81,13.31,29.09,5.74,87.02,kidneybeans
87.1,35.81,55.5,22.65,80.39,6.61,180.77,rice
3.28,43.3,17.88,26.8,84.43,6.81,46.5,mungbean
74.98,40.25,33.47,30.3,84.02,5.57,266.71,rice
27.81,24.73,63.25,18.88,94.79,6.36,131.67,pomegranate
92.91,41.92,26.59,21.64,86.58,6.32,166.86,jute
20.76,48.74,0.0,24.89,66.12,6.79,43.94,lentil
18.86,48.39,28.24,30.62,43.86,7.21,49.22,mothbeans
15.69,59.52,26.67,22.58,49.76,6.41,134.6,pigeonpeas
3.8,17.97,26.17,24.61,93.92,6.04,91.68,pomegranate
19.82,48.22,19.91,25.56,59.59,6.91,50.21,mothbeans
38.71,56.48,13.93,26.06,62.82,7.59,56.73,blackgram
53.13,66.92,44.28,31.08,100.0,7.09,161.77,papaya
69.88,47.12,20.63,29.76,58.3,7.03,137.78,coffee
93.24,84.94,42.27,26.83,72.43,6.25,135.3,banana
17.23,18.63,38.96,33.78,51.35,6.07,94.25,mango
39.09,68.32,81.9,21.13,13.82,7.51,76.11,chickpea
89.23,23.37,56.54,28.87,98.58,6.18,23.5,muskmelon
17.85,28.67,40.6,27.42,41.9,5.03,84.02,mango
32.89,61.16,16.71,32.06,61.97,7.93,74.03,blackgram
83.9,17.92,49.7,28.96,92.58,6.55,22.51,muskmelon
23.35,47.24,28.51,28.01,59.08,6.02,183.04,pigeonpeas
102.51,48.5,17.21,21.6,60.43,7.34,92.64,maize
26.82,17.44,9.75,21.24,90.95,7.24,117.34,orange
17.21,10.64,57.84,27.73,85.58,6.46,93.39,pomegranate
14.9,12.45,10.36,20.31,84.89,7.09,131.47,orange
20.01,71.86,2.77,25.34,59.89,7.56,51.23,lentil
92.0,8.79,45.42,24.71,83.06,6.41,54.01,watermelon
25.17,21.28,36.34,28.89,81.12,6.76,49.76,mungbean
29.51,11.03,16.67,33.57,96.35,5.79,196.73,coconut
9.89,49.86,4.41,21.85,88.7,6.9,47.43,mungbean
27.23,3.78,51.18,24.55,97.07,5.5,159.53,coconut
11.01,47.43,3.34,29.66,48.61,7.76,40.7,mothbeans
15.11,44.07,18.08,31.35,54.49,6.43,72.69,mothbeans
58.18,69.42,55.52,38.69,100.0,6.88,121.04,papaya
21.0,22.94,31.59,27.18,93.66,5.32,223.45,coconut
91.28,52.91,30.91,29.21,74.99,6.49,317.62,rice
96.63,48.2,24.06,27.27,72.35,6.99,97.97,maize
104.38,17.92,58.69,25.07,80.11,6.26,26.25,watermelon
18.63,129.18,210.51,20.51,80.21,6.38,65.5,grapes
107.13,0.0,16.87,18.44,59.4,6.9,157.08,coffee
29.57,19.86,30.93,24.83,93.32,5.99,114.63,pomegranate
12.39,33.77,59.33,22.03,89.94,6.81,128.9,pomegranate
37.54,56.57,101.71,18.47,16.62,7.52,80.65,chickpea
102.96,52.19,18.29,28.96,64.19,6.13,72.73,maize
15.92,27.8,33.21,28.04,55.78,5.83,60.69,mango
4.65,27.67,21.61,24.59,88.16,6.68,80.35,pomegranate
19.01,34.36,19.92,22.93,79.4,6.97,54.04,mungbean
125.85,48.82,23.01,24.82,79.69,7.5,60.31,cotton
15.28,51.99,20.2,23.37,85.82,7.58,52.93,mungbean
88.37,40.76,24.31,19.32,64.35,5.59,82.78,maize
25.11,61.71,24.83,16.37,20.19,5.72,84.96,kidneybeans
20.42,54.39,14.26,21.86,55.82,4.75,184.61,pigeonpeas
88.39,41.41,46.69,23.56,89.16,6.84,159.5,jute
111.83,21.48,28.66,22.38,53.61,6.91,137.46,coffee
114.6,43.52,20.32,20.57,75.4,6.19,66.16,cotton
88.09,43.78,41.72,23.82,80.06,6.23,155.23,jute
128.99,37.39,15.16,17.74,78.24,6.46,81.19,cotton
27.16,31.27,22.81,22.07,53.38,7.75,38.63,mothbeans
78.63,15.3,46.98,29.76,87.0,6.57,60.04,watermelon
95.32,78.62,43.73,30.69,82.31,6.1,116.17,banana
32.72,70.74,31.2,21.63,37.07,5.73,165.08,pigeonpeas
85.2,49.98,0.0,31.35,61.88,6.85,64.2,maize
18.3,117.57,206.38,29.23,85.32,6.08,76.14,grapes
22.81,32.69,33.83,35.88,51.89,5.65,76.68,mango
80.9,69.63,38.08,25.9,81.83,5.62,275.71,rice
19.42,128.18,190.59,16.32,91.2,6.03,133.99,apple
89.99,59.58,52.05,24.67,76.0,5.8,134.9,banana
126.5,33.63,22.7,27.66,54.38,6.49,96.4,coffee
19.64,46.83,14.64,31.52,43.59,7.04,64.18,mothbeans
30.79,149.94,202.17,17.28,90.46,6.06,113.5,apple
17.24,49.89,25.49,25.48,85.34,5.89,62.42,mungbean
139.09,45.37,20.5,25.02,99.12,7.44,90.52,cotton
10.35,11.0,34.79,25.29,94.79,6.0,170.32,coconut
101.49,78.1,55.16,25.04,76.94,5.79,127.06,banana
121.41,49.0,4.17,23.59,83.38,6.83,70.49,cotton
29.04,130.31,215.41,20.42,89.83,6.23,79.54,apple
21.28,3.29,44.61,25.19,89.59,7.1,124.2,pomegranate
85.55,29.47,35.93,26.89,57.53,6.7,161.29,coffee
26.2,58.73,88.62,21.86,18.57,7.59,87.74,chickpea
9.77,13.04,0.0,20.23,91.59,7.23,104.63,orange
40.16,84.0,28.18,33.93,68.13,7.57,57.86,blackgram
106.31,47.44,13.5,26.47,80.84,6.45,81.22,cotton
39.64,48.85,91.65,16.8,11.95,7.38,97.23,chickpea
63.94,49.82,37.77,27.14,84.37,6.16,196.13,rice
100.03,56.39,45.04,25.31,81.6,7.17,205.59,jute
85.63,73.67,42.03,33.06,95.77,7.01,153.06,papaya
16.83,68.17,17.34,26.63,43.77,5.04,159.65,pigeonpeas
106.64,34.06,34.93,26.36,79.61,6.77,173.41,coffee
103.88,8.47,55.95,23.16,83.38,6.6,51.24,watermelon
32.01,60.17,70.47,19.37,24.12,7.43,76.21,chickpea
91.62,35.73,39.4,15.28,76.88,6.07,180.09,rice
20.22,25.86,12.19,20.31,80.37,6.91,130.56,orange
46.54,74.72,19.89,27.2,52.53,7.43,73.93,blackgram
123.09,72.72,62.43,28.07,70.95,6.25,97.65,banana
102.89,30.41,34.35,23.2,89.11,6.63,52.16,watermelon
27.01,49.39,32.03,25.68,46.31,5.49,141.36,pigeonpeas
111.59,44.25,21.05,25.09,79.91,6.67,50.55,cotton
65.59,49.86,31.55,23.38,75.3,6.67,198.59,jute
122.32,37.99,20.9,24.43,58.28,6.84,172.91,coffee
16.64,52.56,4.69,29.98,80.98,6.82,45.52,mungbean
80.38,78.55,50.44,21.49,86.94,6.06,107.63,banana
24.35,53.46,24.11,26.62,88.78,6.14,58.54,mungbean
77.78,64.1,51.63,24.69,83.58,6.54,175.85,jute
20.41,134.12,210.1,22.66,77.59,5.42,77.2,grapes
19.69,35.19,41.07,32.24,42.29,5.03,59.86,mango
81.13,22.09,73.23,31.19,99.07,6.49,32.74,muskmelon
15.96,124.89,208.72,25.21,91.56,6.17,90.46,apple
143.3,46.4,14.66,25.08,82.5,6.93,82.68,cotton
94.88,25.18,57.33,29.13,80.05,6.36,59.11,watermelon
108.24,34.32,34.73,25.3,63.58,5.83,152.78,coffee
18.49,63.96,18.29,26.91,68.35,6.99,32.29,lentil
16.84,15.39,1.69,24.58,78.16,8.09,140.04,orange
96.58,51.87,25.11,18.43,76.07,5.73,91.05,maize
42.67,50.68,45.08,39.53,90.0,7.06,132.6,papaya
17.1,22.73,45.21,16.68,94.99,6.85,84.4,pomegranate
70.15,45.9,54.82,37.44,95.79,7.03,156.69,papaya
14.23,28.39,38.31,33.39,38.61,6.56,82.18,mango
21.62,64.82,12.19,23.86,55.14,7.46,31.44,lentil
63.35,63.64,38.32,32.58,100.0,6.74,133.82,papaya
108.23,58.08,21.96,25.84,74.61,5.72,72.15,cotton
27.65,60.16,19.63,23.95,70.47,7.14,42.8,lentil
126.09,33.33,29.34,15.54,85.0,7.27,73.51,cotton
18.97,6.28,33.35,17.39,94.05,6.45,81.29,pomegranate
28.85,15.89,21.35,25.46,92.45,5.19,149.91,coconut
74.56,28.8,9.64,27.64,59.26,6.47,84.06,maize
76.4,41.25,47.11,26.33,80.2,6.78,186.76,rice
61.04,50.26,53.61,25.08,81.06,7.17,136.39,jute
29.56,54.58,20.41,28.69,61.59,6.91,60.85,mothbeans
12.47,38.21,38.06,33.93,50.07,5.23,114.56,mango
30.05,137.41,206.19,22.87,78.72,6.51,62.54,grapes
128.52,57.76,9.73,24.06,73.59,6.88,76.61,cotton
2.23,24.42,25.06,24.34,96.82,5.89,205.4,coconut
54.35,26.52,25.95,23.68,61.53,6.31,91.95,maize
101.85,20.56,54.34,25.74,86.39,7.4,21.13,muskmelon
103.01,0.18,43.26,25.43,89.27,6.63,24.14,muskmelon
31.46,17.5,13.13,26.11,88.79,7.44,115.51,orange
30.81,53.86,19.5,28.73,50.65,7.48,47.6,mothbeans
24.68,50.15,26.56,28.97,82.34,7.04,34.42,mungbean
120.83,64.17,30.78,26.73,84.77,7.18,97.38,cotton
22.27,9.11,8.22,17.42,91.03,6.88,115.98,orange
15.97,25.28,37.15,34.83,54.56,5.84,124.96,mango
87.47,59.51,49.59,31.46,78.16,6.64,237.33,rice
97.59,45.44,17.04,26.09,40.21,6.87,50.21,maize
26.76,64.51,8.76,26.79,61.63,6.42,148.14,pigeonpeas
22.87,40.34,23.03,34.41,45.77,6.11,65.82,mango
40.21,68.09,97.02,19.72,29.01,7.53,53.59,chickpea
82.05,23.15,26.7,29.66,65.4,7.26,170.5,coffee
29.42,10.68,2.84,21.79,90.26,6.66,108.4,orange
11.99,18.45,17.94,28.34,27.2,6.02,136.08,mango
23.51,129.24,188.41,18.55,79.43,6.36,88.84,grapes
67.41,41.91,43.31,27.93,79.6,6.11,185.75,rice
86.84,67.93,47.8,26.62,80.51,5.88,112.66,banana
69.5,35.08,37.91,23.94,82.98,6.68,190.69,jute
93.58,81.9,38.66,30.09,71.03,6.22,93.47,banana
10.77,47.48,16.88,27.63,47.23,5.59,121.63,pigeonpeas
13.43,20.23,16.78,20.5,94.66,6.59,158.92,orange
56.95,58.77,81.95,16.77,9.4,7.06,79.44,chickpea
113.38,11.62,53.36,20.3,87.04,7.28,38.06,watermelon
19.26,54.18,16.77,24.25,72.28,6.83,32.91,lentil
60.95,58.96,33.87,24.32,87.25,6.25,156.83,jute
21.15,73.72,9.99,19.4,77.64,6.66,56.36,lentil
21.51,117.3,209.63,21.68,91.44,6.26,118.69,apple
116.55,36.51,26.83,29.05,65.31,6.88,156.01,coffee
13.4,47.77,29.56,26.21,95.49,6.49,48.32,mungbean
22.17,70.51,22.72,19.17,14.37,6.12,128.39,kidneybeans
82.2,33.37,42.87,21.04,83.47,6.99,208.98,jute
56.63,51.2,51.18,31.94,96.19,6.64,140.53,papaya
33.88,68.62,68.56,19.33,15.83,7.22,78.07,chickpea
21.97,16.15,9.9,19.86,89.28,7.17,82.29,orange
85.13,27.64,33.24,22.58,93.39,6.33,34.22,watermelon
95.85,20.47,52.16,26.94,89.8,5.95,32.9,muskmelon
70.62,43.96,23.95,24.04,58.6,5.96,84.49,maize
119.22,39.13,28.79,16.89,76.81,7.23,75.59,cotton
28.81,75.61,24.26,28.45,62.09,5.8,114.54,pigeonpeas
120.35,56.27,10.34,28.9,85.41,6.87,77.77,cotton
22.6,19.91,46.76,28.12,95.2,6.0,162.91,coconut
10.44,47.86,13.24,29.66,84.83,6.06,52.21,mungbean
20.7,67.33,14.26,22.24,66.84,6.45,48.5,lentil
83.09,24.81,15.68,33.47,44.77,6.8,178.58,coffee
15.8,49.94,30.37,24.68,50.08,6.72,33.25,mothbeans
99.82,30.86,54.92,24.49,74.26,6.6,156.94,jute
111.2,42.84,2.24,26.84,84.93,6.9,57.09,cotton
26.98,28.46,39.34,19.57,96.14,5.92,115.77,pomegranate
26.73,67.08,9.66,24.87,43.14,5.76,162.78,pigeonpeas
21.2,27.84,35.09,23.74,88.69,5.87,144.68,coconut
39.06,68.9,38.44,29.67,93.84,7.34,133.19,papaya
94.49,52.6,20.14,25.55,76.14,7.14,138.87,jute
36.62,49.06,30.8,19.49,59.89,5.58,78.97,mango
79.63,61.42,33.82,24.75,63.3,6.36,97.27,maize
77.71,41.33,47.64,24.91,73.4,5.93,146.78,jute
119.3,38.0,8.1,17.72,79.21,6.73,69.86,cotton
104.04,26.2,34.26,26.22,87.9,5.68,59.58,watermelon
34.66,73.14,23.86,28.47,51.15,4.84,141.63,pigeonpeas
101.22,5.7,37.32,23.33,40.74,6.47,135.75,coffee
13.78,14.6,36.85,22.07,93.58,6.38,107.32,pomegranate
111.51,20.45,35.03,25.83,57.55,6.6,134.05,coffee
15.9,45.56,17.52,31.44,70.81,6.69,46.94,mungbean
36.54,44.49,49.12,32.3,89.91,6.67,114.43,papaya
112.86,29.2,21.98,26.3,77.87,6.7,51.54,watermelon
42.95,48.31,28.47,26.31,54.18,6.02,128.01,pigeonpeas
101.19,28.47,32.61,22.6,82.24,6.35,58.88,watermelon
77.38,32.44,24.29,19.41,63.23,6.3,106.72,maize
20.66,22.85,45.02,35.23,56.28,5.67,134.71,mango
26.57,114.78,192.8,25.23,84.05,6.49,67.83,grapes
13.31,59.24,19.27,25.34,89.99,6.59,55.6,mungbean
93.87,40.6,14.82,25.79,66.15,6.75,97.7,maize
32.61,48.73,36.18,32.76,58.77,7.21,73.84,blackgram
16.7,115.45,209.72,22.43,87.87,5.74,145.56,apple
116.43,41.27,6.11,25.02,80.89,6.29,86.8,cotton
12.55,14.79,26.78,22.64,93.33,5.86,97.9,pomegranate
107.39,46.78,16.1,31.63,58.15,6.67,90.99,maize
21.78,0.0,9.72,16.96,85.96,6.93,135.53,orange
17.56,47.71,35.62,23.82,59.01,7.07,56.67,lentil
20.73,24.1,28.2,31.69,94.4,6.32,195.13,coconut
33.46,59.04,93.74,12.59,31.69,7.72,83.35,chickpea
31.33,58.42,76.96,14.96,11.9,7.11,93.12,chickpea
40.62,55.72,18.48,24.51,75.91,6.98,61.16,blackgram
21.47,91.93,22.8,22.98,47.24,4.91,147.58,pigeonpeas
101.31,34.29,13.34,24.89,58.58,6.62,89.06,maize
25.66,114.44,204.54,21.34,78.88,5.56,80.98,grapes
33.56,74.28,80.57,19.81,23.64,7.5,88.07,chickpea
77.65,18.17,61.62,27.45,84.47,6.74,38.49,muskmelon
15.64,94.27,12.05,21.24,60.48,7.0,40.3,lentil
47.39,71.15,70.65,22.26,13.32,7.62,85.51,chickpea
106.89,24.34,46.9,26.03,86.61,6.54,16.68,muskmelon
53.76,48.57,53.69,31.85,94.17,6.68,143.86,papaya
9.97,15.47,0.0,23.01,94.26,7.67,106.12,orange
40.78,69.0,21.61,25.91,65.37,6.67,69.14,blackgram
35.59,71.74,24.47,31.79,77.03,6.37,129.73,papaya
101.27,54.98,33.12,26.94,61.5,6.69,182.35,coffee
25.4,20.82,22.05,24.78,51.23,5.77,117.72,mango
13.98,36.07,19.03,26.48,90.35,7.97,117.37,orange
107.89,18.95,38.07,26.82,90.14,5.69,17.15,muskmelon
26.05,71.12,11.87,17.27,20.8,5.65,111.68,kidneybeans
24.66,129.61,214.78,19.55,78.24,6.61,71.97,grapes
34.28,55.13,57.53,38.48,94.09,7.17,135.87,papaya
21.92,69.86,12.01,28.87,80.93,7.06,60.9,lentil
22.51,140.61,209.0,18.95,86.57,5.62,131.52,apple
15.38,53.81,20.01,29.19,80.21,6.46,43.41,mungbean
91.51,40.31,45.43,23.61,79.67,6.32,153.47,rice
13.83,61.1,21.82,29.91,80.89,6.21,42.31,mungbean
4.5,7.74,22.21,23.83,100.0,7.33,95.16,orange
33.78,139.74,199.93,24.65,83.48,6.16,42.62,grapes
73.01,40.94,52.03,23.9,81.39,6.76,148.23,jute
22.19,123.99,210.69,21.38,88.06,5.99,151.27,apple
28.66,14.17,32.32,29.29,96.37,6.21,146.27,coconut
17.84,13.1,43.52,37.3,49.67,6.66,96.83,mango
93.05,21.1,12.04,26.71,45.03,6.5,164.71,coffee
14.91,13.58,14.21,22.55,95.05,6.91,103.16,orange
121.66,57.08,12.5,20.01,72.25,6.43,88.93,cotton
21.03,42.74,31.11,29.91,93.08,6.14,47.65,mungbean
22.33,28.09,12.17,36.27,83.47,6.99,41.49,mungbean
32.5,123.84,188.46,25.49,85.18,6.16,39.79,grapes
18.02,61.42,14.82,20.23,20.09,5.44,131.43,kidneybeans
21.73,41.97,18.25,30.3,79.8,7.48,29.79,mungbean
109.28,32.89,51.24,27.35,90.7,6.45,18.37,muskmelon
87.09,22.55,75.73,29.5,82.04,6.26,25.98,muskmelon
43.09,58.44,18.11,26.18,73.95,6.98,88.34,blackgram
29.54,122.87,203.07,23.85,85.13,5.91,65.39,grapes
52.08,40.74,54.55,35.32,91.61,7.65,124.93,papaya
12.09,17.99,30.9,23.78,88.12,5.88,115.83,pomegranate
103.73,13.87,45.71,19.89,83.76,6.31,43.81,watermelon
114.01,21.03,73.06,24.95,96.11,5.88,26.26,muskmelon
87.13,13.92,55.56,34.16,95.03,6.59,29.25,muskmelon
92.54,9.37,53.63,24.48,87.03,6.86,40.21,muskmelon
88.33,55.6,43.8,23.33,79.09,7.08,140.42,jute
30.18,135.88,192.94,22.1,87.53,5.83,100.91,apple
18.75,28.08,0.0,23.53,95.59,7.46,108.7,orange
101.81,25.35,55.84,23.69,77.96,6.61,32.09,watermelon
120.67,16.59,35.0,21.26,58.75,7.1,144.64,coffee
105.0,25.41,14.38,23.6,48.83,6.53,150.83,coffee
22.36,20.73,16.3,27.59,92.62,7.44,102.97,orange
96.53,70.08,69.44,24.72,83.32,6.42,88.89,banana
46.9,75.88,25.53,29.82,57.01,7.1,60.54,blackgram
21.43,96.24,195.5,24.29,90.05,5.71,91.17,apple
38.32,12.76,28.15,25.46,92.11,6.81,198.51,coconut
47.98,61.39,36.29,37.78,91.94,6.81,127.57,papaya
31.0,35.07,0.57,27.99,57.56,5.86,74.52,mango
106.0,104.89,32.37,29.35,75.44,5.99,95.04,banana
18.8,41.73,11.66,24.48,56.71,6.52,53.8,mothbeans
22.35,0.0,11.5,17.03,95.23,7.59,91.48,orange
57.73,61.27,49.23,36.89,94.02,6.36,124.98,papaya
123.05,52.97,11.14,24.78,87.91,7.13,80.87,cotton
81.6,42.45,55.04,17.05,87.46,6.82,147.06,rice
51.68,85.96,50.34,21.96,81.55,6.19,111.79,banana
29.84,39.03,0.88,26.76,60.31,7.07,55.14,mothbeans
29.75,87.02,17.15,24.33,61.67,6.9,60.33,lentil
127.17,21.63,25.09,31.65,97.45,6.26,30.74,muskmelon
8.34,11.33,60.41,25.06,97.44,5.67,187.73,coconut
113.11,82.78,51.83,24.5,71.41,6.09,118.1,banana
41.81,52.03,84.0,17.05,13.36,7.53,98.57,chickpea
0.0,62.03,21.93,14.55,22.93,5.62,140.11,kidneybeans
25.96,65.94,18.7,21.39,65.58,7.2,33.57,lentil
23.84,73.75,14.8,14.39,15.79,5.51,97.96,kidneybeans
91.08,28.75,23.73,22.81,54.73,6.52,167.09,coffee
106.75,80.96,67.75,22.56,80.7,6.03,116.27,banana
87.11,13.24,64.99,27.18,82.65,6.37,24.37,muskmelon
23.55,27.69,43.33,11.03,87.5,6.88,90.85,pomegranate
19.22,137.79,194.05,20.73,85.44,6.0,118.51,apple
31.01,14.08,37.68,26.61,94.1,5.71,170.46,coconut
13.51,68.67,14.08,26.59,66.21,7.02,37.17,lentil
64.12,46.28,57.13,27.16,91.55,7.14,128.21,papaya
23.48,49.75,13.64,29.27,63.24,5.69,56.03,mothbeans
28.92,74.76,31.2,27.11,62.78,6.69,65.15,blackgram
18.12,29.9,20.25,24.32,98.58,6.38,185.8,coconut
29.53,70.37,91.86,21.16,20.98,7.0,58.67,chickpea
70.67,62.36,52.99,26.23,89.14,7.59,170.62,jute
53.83,42.41,57.59,29.66,99.8,6.68,110.84,papaya
17.04,50.94,20.12,20.71,16.46,6.31,115.22,kidneybeans
19.07,67.15,32.62,30.94,54.95,5.57,123.32,pigeonpeas
18.03,13.2,9.1,19.86,90.2,7.81,91.75,orange
22.74,80.54,26.83,19.24,23.32,5.72,116.16,kidneybeans
13.2,144.55,214.34,19.34,95.36,5.43,140.09,apple
7.76,25.78,20.91,32.81,37.06,5.94,82.4,mango
89.37,10.45,61.58,31.67,96.75,6.61,25.74,muskmelon
66.24,61.2,41.87,24.35,85.59,6.25,169.37,jute
12.95,27.9,41.64,33.78,50.27,5.66,113.95,mango
94.29,13.99,44.39,23.53,71.27,6.66,39.85,watermelon
72.29,34.41,39.37,27.87,77.07,6.45,208.79,rice
82.88,68.32,42.46,23.58,78.59,6.25,206.4,jute
15.85,44.18,28.11,30.74,32.27,5.72,111.73,mango
25.56,53.59,19.11,23.78,44.9,5.59,135.67,pigeonpeas
28.24,58.42,26.84,14.72,25.45,5.77,116.07,kidneybeans
44.28,47.98,15.51,28.01,78.4,6.99,37.18,blackgram
36.46,52.68,27.62,34.07,78.36,7.59,65.23,blackgram
101.32,77.6,44.71,23.77,77.84,5.15,85.28,banana
20.51,61.28,8.18,24.77,80.14,6.55,37.27,lentil
23.27,54.71,9.18,13.43,26.56,5.45,135.67,kidneybeans
119.71,72.51,60.61,25.7,88.77,5.85,83.19,banana
28.14,118.49,197.0,20.99,82.63,5.85,72.65,grapes
30.64,53.03,27.15,30.57,62.64,5.6,171.37,pigeonpeas
3.31,74.74,22.39,21.68,80.19,6.93,34.64,lentil
23.3,14.37,39.23,20.77,94.13,5.97,105.97,pomegranate
124.36,52.67,25.39,21.22,81.16,7.48,76.89,cotton
55.01,61.77,77.49,22.98,18.78,7.48,112.48,chickpea
68.69,39.36,22.63,24.29,66.38,7.11,94.07,maize
20.0,138.26,192.55,19.48,88.62,5.67,128.31,apple
