State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Andhra Pradesh,ANANTAPUR,2000,Kharif     ,other misc. pulses,1292,214
Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Ragi,6613,16923
Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Rice,39905,117680
Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Samai,21,5
Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Sesamum,5,1
Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Small millets,1647,1148
Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Sunflower,30606,24590
Andhra Pradesh,ANANTAPUR,2000,Kharif     ,Urad,135,8
Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Arhar/Tur,35,9
Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Bajra,317,185
Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Dry chillies,71,81
Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Gram,33858,22685
Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Groundnut,23048,23832
Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Horse-gram,377,80
Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Jowar,15242,16980
Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Korra,96,67
Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Linseed,8,2
Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Maize,399,2148
Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Onion,482,11514
Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Ragi,909,1312
Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Rice,22099,57236
Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Safflower,703,129
Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Small millets,96,67
Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Urad,363,292
Andhra Pradesh,ANANTAPUR,2000,Rabi       ,Wheat,520,297
Andhra Pradesh,ANANTAPUR,2000,Whole Year ,Arecanut,252,696
Andhra Pradesh,ANANTAPUR,2000,Whole Year ,Banana,769,11693
Andhra Pradesh,ANANTAPUR,2000,Whole Year ,Coconut ,908,3896970
Andhra Pradesh,ANANTAPUR,2000,Whole Year ,Coriander,8953,2266
Andhra Pradesh,ANANTAPUR,2000,Whole Year ,Potato,4,34
Andhra Pradesh,ANANTAPUR,2000,Whole Year ,Sugarcane,284,25395
Andhra Pradesh,ANANTAPUR,2000,Whole Year ,Sweet potato,28,379
Andhra Pradesh,ANANTAPUR,2000,Whole Year ,Tobacco,89,114
Andhra Pradesh,ANANTAPUR,2000,Whole Year ,Turmeric,39,272
Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Arhar/Tur,27942,7628
Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Bajra,1595,526
Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Castor seed,3191,900
Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Cotton(lint),8552,9055
Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Dry chillies,3765,7127
Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Gram,16,17
Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Groundnut,758700,333828
Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Horse-gram,649,60
Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Jowar,3900,6720
Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Korra,1434,627
Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Maize,2667,7129
Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Moong(Green Gram),1511,730
Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Onion,1165,19232
Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Other Kharif pulses,2496,324
Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Ragi,5124,12405
Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Rice,32878,95609
Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Small millets,1434,627
Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Sunflower,51610,33580
Andhra Pradesh,ANANTAPUR,2001,Kharif     ,Urad,487,176
Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Arhar/Tur,5,1
Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Bajra,27,9
Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Dry chillies,108,168
Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Gram,47894,50145
Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Groundnut,18773,29192
Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Horse-gram,417,226
Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Jowar,15170,17446
Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Linseed,5,1
Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Maize,447,2893
Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Moong(Green Gram),40,12
Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Onion,380,8465
Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Other  Rabi pulses,1,1
Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Ragi,544,725
Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Rice,38119,108906
Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Safflower,3768,528
Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Sesamum,2,1
Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Urad,127,86
Andhra Pradesh,ANANTAPUR,2001,Rabi       ,Wheat,307,213
Andhra Pradesh,ANANTAPUR,2001,Whole Year ,Arecanut,257,430
Andhra Pradesh,ANANTAPUR,2001,Whole Year ,Banana,1582,462
Andhra Pradesh,ANANTAPUR,2001,Whole Year ,Coconut ,851,3053700
Andhra Pradesh,ANANTAPUR,2001,Whole Year ,Coriander,4741,1119
Andhra Pradesh,ANANTAPUR,2001,Whole Year ,Sugarcane,490,42470
Andhra Pradesh,ANANTAPUR,2001,Whole Year ,Sweet potato,31,411
Andhra Pradesh,ANANTAPUR,2001,Whole Year ,Tobacco,111,111
Andhra Pradesh,ANANTAPUR,2001,Whole Year ,Turmeric,8,40
Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Arhar/Tur,33454,6557
Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Bajra,1925,581
Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Castor seed,2050,416
Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Cotton(lint),7638,7144
Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Dry chillies,2737,6128
Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Groundnut,732262,259953
Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Horse-gram,947,140
Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Jowar,2906,4545
Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Korra,1000,100
Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Maize,3541,3431
Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Moong(Green Gram),1150,174
Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Onion,776,8432
Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Other Kharif pulses,490,47
Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Ragi,5157,12140
Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Rice,29066,66329
Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Small millets,919,180
Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Soyabean,51,0
Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Sunflower,60319,22149
Andhra Pradesh,ANANTAPUR,2002,Kharif     ,Urad,32,2
Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Bajra,129,39
Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Dry chillies,83,161
Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Gram,54264,20186
Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Groundnut,17529,18651
Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Horse-gram,1859,688
Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Jowar,12676,11497
Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Linseed,8,2
Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Maize,1288,8933
Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Moong(Green Gram),4,1
Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Onion,401,7192
Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Ragi,417,517
Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Rice,10960,20462
Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Safflower,2594,340
Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Small millets,10,2
Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Urad,408,236
Andhra Pradesh,ANANTAPUR,2002,Rabi       ,Wheat,362,333
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Arecanut,263,379
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Banana,19,1006
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Beans & Mutter(Vegetable),1,5
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Bhindi,126,938
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Brinjal,1026,10162
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Citrus Fruit,788,4000
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Coconut ,869,3691149
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Coriander,3914,481
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Cucumber,18,0
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Grapes,111,2075
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Mango,3968,26176
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Orange,13767,112541
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,other fibres,132,0
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Other Fresh Fruits,2418,1552
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Other Vegetables,1767,0
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Papaya,1544,201409
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Pome Fruit,1207,62789
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Potato,2,17
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Sugarcane,329,22481
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Sweet potato,50,540
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Tobacco,51,90
Andhra Pradesh,ANANTAPUR,2002,Whole Year ,Tomato,3356,16627
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Arhar/Tur,41178,6959
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Bajra,2280,378
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Castor seed,1927,805
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Cotton(lint),4212,4262
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Dry chillies,2920,10702
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Groundnut,670935,187862
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Horse-gram,492,54
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Jowar,12487,30830
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Korra,1245,229
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Maize,6246,10718
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Moong(Green Gram),1216,662
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Onion,846,13250
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Other Kharif pulses,340,15
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Ragi,3353,3547
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Rice,17515,44891
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Samai,245,83
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Small millets,1420,299
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Soyabean,16,18
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Sunflower,74525,29572
Andhra Pradesh,ANANTAPUR,2003,Kharif     ,Urad,82,51
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Bajra,113,19
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Dry chillies,91,190
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Gram,51461,15438
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Groundnut,15060,19819
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Horse-gram,1560,844
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Jowar,21391,19444
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Linseed,7,2
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Maize,1212,6787
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Moong(Green Gram),22,7
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Onion,535,11180
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Other  Rabi pulses,17,3
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Ragi,614,986
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Rice,10826,25463
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Safflower,307,11
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Small millets,70,13
Andhra Pradesh,ANANTAPUR,2003,Rabi       ,Wheat,414,123
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Arecanut,266,189
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Banana,36,1302
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Bhindi,101,873
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Brinjal,1129,19414
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Citrus Fruit,706,11959
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Coconut ,839,3285828
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Coriander,5646,610
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Cucumber,51,0
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Grapes,118,2048
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Mango,3935,58337
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Orange,13441,224640
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Other Fresh Fruits,3241,3586
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Other Vegetables,1783,0
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Papaya,1381,60038
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Pome Fruit,1466,83767
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Sugarcane,454,32386
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Sweet potato,30,217
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Tobacco,20,25
Andhra Pradesh,ANANTAPUR,2003,Whole Year ,Tomato,2827,17509
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Arhar/Tur,32752,7893
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Bajra,1021,403
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Castor seed,1578,923
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Cotton(lint),8933,7041
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Dry chillies,3402,11288
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Groundnut,857823,684543
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Horse-gram,421,121
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Jowar,4300,5693
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Maize,3495,10031
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Moong(Green Gram),1464,545
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Onion,1324,24824
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Other Kharif pulses,1605,172
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Ragi,3166,5860
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Rice,24335,85051
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Small millets,661,307
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Soyabean,1131,691
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Sunflower,56819,34209
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Urad,76,37
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Bajra,62,24
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Dry chillies,155,754
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Gram,42106,9516
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Groundnut,14500,21736
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Horse-gram,226,30
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Jowar,11871,14269
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Linseed,34,4
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Maize,3572,25822
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Moong(Green Gram),3,1
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Onion,234,4830
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Ragi,397,897
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Rice,9240,21622
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Safflower,186,10
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Small millets,36,17
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Sunflower,27228,9530
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Wheat,393,88
Andhra Pradesh,ANANTAPUR,2004,Whole Year ,Banana,324,16897
Andhra Pradesh,ANANTAPUR,2004,Whole Year ,Coconut ,837,6413350
Andhra Pradesh,ANANTAPUR,2004,Whole Year ,Coriander,2439,290
Andhra Pradesh,ANANTAPUR,2004,Whole Year ,Potato,2,20
Andhra Pradesh,ANANTAPUR,2004,Whole Year ,Sugarcane,400,34072
Andhra Pradesh,ANANTAPUR,2004,Whole Year ,Sweet potato,33,68
Andhra Pradesh,ANANTAPUR,2004,Whole Year ,Tobacco,49,53
Andhra Pradesh,ANANTAPUR,2004,Whole Year ,Turmeric,4,36
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Arhar/Tur,35013,23704
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Bajra,993,1888
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Castor seed,2081,1521
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Cotton(lint),3295,3450
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Dry chillies,2178,6175
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Groundnut,877029,362213
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Horse-gram,410,107
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Jowar,3759,3879
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Maize,5958,21538
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Moong(Green Gram),1078,747
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Onion,985,17025
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Other Kharif pulses,1429,301
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Ragi,2303,4394
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Rice,25008,69972
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Small millets,854,455
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Soyabean,421,232
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Urad,69,24
Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Bajra,66,125
Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Dry chillies,58,214
Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Gram,49105,48172
Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Groundnut,22006,29752
Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Horse-gram,205,77
Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Jowar,12931,9970
Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Linseed,29,11
Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Maize,1435,10721
Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Moong(Green Gram),16,5
Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Onion,381,9063
Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Ragi,472,752
Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Rice,23142,55587
Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Safflower,162,33
Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Urad,11,7
Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Wheat,297,175
Andhra Pradesh,ANANTAPUR,2005,Whole Year ,Arecanut,268,214
Andhra Pradesh,ANANTAPUR,2005,Whole Year ,Banana,303,16231
Andhra Pradesh,ANANTAPUR,2005,Whole Year ,Coconut ,836,3358992
Andhra Pradesh,ANANTAPUR,2005,Whole Year ,Coriander,2962,900
Andhra Pradesh,ANANTAPUR,2005,Whole Year ,Sugarcane,227,20612
Andhra Pradesh,ANANTAPUR,2005,Whole Year ,Sunflower,48677,8401
Andhra Pradesh,ANANTAPUR,2005,Whole Year ,Sweet potato,23,121
Andhra Pradesh,ANANTAPUR,2005,Whole Year ,Tobacco,1,1
Andhra Pradesh,ANANTAPUR,2005,Whole Year ,Turmeric,2,15
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Arhar/Tur,26244,3543
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Bajra,620,189
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Castor seed,899,451
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Cotton(lint),1506,1940
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Dry chillies,1754,5658
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Groundnut,644007,43148
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Horse-gram,1021,182
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Jowar,18043,7813
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Maize,4877,20181
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Moong(Green Gram),788,98
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Onion,869,9423
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Other Kharif pulses,742,135
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Ragi,2035,3696
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Rice,22349,67427
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Small millets,450,48
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Urad,69,26
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Bajra,141,43
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Dry chillies,10,37
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Gram,83533,30739
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Groundnut,18104,18991
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Horse-gram,1779,882
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Jowar,24944,15440
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Linseed,15,4
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Maize,3120,23640
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Moong(Green Gram),139,52
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Onion,167,4075
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Ragi,386,532
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Rice,10846,31974
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Safflower,72,28
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Urad,24,19
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Wheat,190,50
Andhra Pradesh,ANANTAPUR,2006,Whole Year ,Arecanut,217,150
Andhra Pradesh,ANANTAPUR,2006,Whole Year ,Banana,289,14141
Andhra Pradesh,ANANTAPUR,2006,Whole Year ,Coconut ,790,6404076
Andhra Pradesh,ANANTAPUR,2006,Whole Year ,Coriander,1389,385
Andhra Pradesh,ANANTAPUR,2006,Whole Year ,Sugarcane,339,30937
Andhra Pradesh,ANANTAPUR,2006,Whole Year ,Sunflower,60751,23561
Andhra Pradesh,ANANTAPUR,2006,Whole Year ,Sweet potato,25,137
Andhra Pradesh,ANANTAPUR,2006,Whole Year ,Turmeric,1,8
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Arhar/Tur,37000,17000
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Bajra,1000,3000
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Castor seed,2000,1000
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Cotton(lint),3000,2000
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Dry chillies,2000,9000
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Groundnut,876000,1102000
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Jowar,4000,3000
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Maize,7000,32000
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Moong(Green Gram),1000,0
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Onion,2000,38000
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Ragi,2000,4000
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Rice,30000,95000
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Sunflower,19000,10000
Andhra Pradesh,ANANTAPUR,2007,Rabi       ,Gram,75000,78000
Andhra Pradesh,ANANTAPUR,2007,Rabi       ,Groundnut,21000,28000
Andhra Pradesh,ANANTAPUR,2007,Rabi       ,Horse-gram,1000,0
Andhra Pradesh,ANANTAPUR,2007,Rabi       ,Jowar,12000,8000
Andhra Pradesh,ANANTAPUR,2007,Rabi       ,Maize,6000,48000
Andhra Pradesh,ANANTAPUR,2007,Rabi       ,Rice,14000,37000
Andhra Pradesh,ANANTAPUR,2007,Rabi       ,Sunflower,26000,20000
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Arhar/Tur,34067,13150
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Bajra,743,1011
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Castor seed,886,668
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Cotton(lint),1611,1241
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Dry chillies,1574,5506
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Groundnut,853577,75115
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Horse-gram,295,165
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Jowar,1782,2204
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Maize,6041,20896
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Moong(Green Gram),629,245
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Onion,1376,23531
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Other Kharif pulses,60,30
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Ragi,1460,3678
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Rice,30306,94615
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Small millets,112,88
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Soyabean,182,248
Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Bajra,26,35
